Loja;Cliente;Chave;Série;Documento;Emissão;Situação;Produto;Unid.;Qtde Unid.;Qtde;Valor unit.;Frete;Outros;Seguro;Desconto;CFOP;IPI;ICMS base;ICMS valor;ICMS ST base;ICMS ST valor;Valor do item;Valor
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,41;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;10,40;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,42;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;10,76;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,45;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;11,42;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;234 - REQUEIJAO ELEGE TRADICIONAL 200G;UN;1,00;1,00;6,15;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,15;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;631 - MARGARINA QUALY 500G;UN;1,00;6,00;6,03;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;36,18;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;3029 - NESTON MAMAO/MACA/B./C. 170G;UN;1,00;1,00;2,59;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;2,59;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;3029 - NESTON MAMAO/MACA/B./C. 170G;UN;1,00;5,00;2,59;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;12,95;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;3292 - REQUEIJAO TIROLEZ 200G;UN;1,00;1,00;5,73;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;5,73;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;4139 - IOG. ITAMBE COCO 170G;UN;1,00;1,00;2,05;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;2,05;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;4366 - MASSA P/ PASTEL MASSA LEVE 400G;UN;1,00;2,00;5,91;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;11,82;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;5557 - REQUEIJAO CATUPIRY ORIGINAL 250G;UN;1,00;1,00;13,02;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;13,02;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;6257 - IOG. ITAMBE INTEGRAL 170G;UN;1,00;4,00;2,43;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;9,72;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;6588 - QUEIJO MUSSARELA TIROLEZ FAT. 150G;UN;1,00;5,00;6,51;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;32,55;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;7149 - IOG. NESTLE NAT. INTEGRAL 170G;UN;1,00;4,00;2,57;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;10,28;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;7298 - CREAM CHEESE DANUBIO LIGHT 300G;UN;1,00;1,00;11,51;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;11,51;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;7903 - REQUEIJAO CREM. FRIMESA 200G;UN;1,00;4,00;5,75;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;23,00;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;8210 - IOG. FRIMESA MORANG. PROTEIN ZERO 170G;UN;1,00;1,00;3,45;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;3,45;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;9116 - REQUEIJAO TIROLEZ CREMOSO 480G;UN;1,00;4,00;13,07;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;52,28;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;10591 - FLAN FRIMESA CARAMELO 200G;UN;1,00;1,00;2,68;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;2,68;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;10898 - MANTEIGA REGINA C/ SAL 200G;UN;1,00;8,00;10,00;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;80,00;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;11253 - PAO DE ALHO ZINHO TRAD. 300G;UN;1,00;1,00;8,35;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;8,35;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;11261 - SOBREMESA LAC. MILHO VERDE FRIMESA 200G;UN;1,00;1,00;2,68;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;2,68;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;11384 - Q. MUSSARELA ITAMBE FAT. 150G;UN;1,00;1,00;6,17;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,17;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;12622 - MASSA PARA PASTEL MEZZANI 400G;UN;1,00;1,00;5,49;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;5,49;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;13805 - QUEIJO PARMESAO VIGOR FATIA 200G;UN;1,00;1,00;21,90;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;21,90;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;14268 - IOG. NESTLE GREGO TRADICIONAL 360G;UN;1,00;1,00;7,02;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;7,02;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;14850 - MASSA PARA PASTEL MEZZANI 200G;UN;1,00;1,00;2,75;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;2,75;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15045 - IOG. PARMALAT WHEYFIT CHOCO. 250ML;UN;1,00;1,00;6,10;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,10;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15229 - IOG. CAROLINA GREGO TRAD. 90G;UN;1,00;1,00;1,88;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;1,88;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15370 - IOG. CAROLINA P.FRUTAS V.450G;UN;1,00;1,00;6,03;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,03;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15380 - IOG.NEST.GREGO C.DE MORANGO 90G;UN;1,00;2,00;2,24;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;4,48;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15380 - IOG.NEST.GREGO C.DE MORANGO 90G;UN;1,00;3,00;2,24;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,72;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15689 - IOG. MUAI WHEY ABACAXI C/HORT. 250G;UN;1,00;2,00;5,28;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;10,56;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15724 - IOG. CAROLINA P.FRUTAS MOR.450G;UN;1,00;1,00;6,03;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;6,03;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;15751 - ACAI FRUTTINE NATURAL 2L;UN;1,00;1,00;23,00;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;23,00;440,53
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018071002148273;200;000001807;29/12/2023;Efetivada;16064 - CREME NUV TRAD. 100G;UN;1,00;1,00;1,96;0,00;0,00;0,00;0,00;5927;0,00;21,35;3,84;0,00;0,00;1,96;440,53
000001 - MERCADELI SUPERMERCADO LTDA;1047 - COMBATE ATACADO E VAREJO DE BEBIDAS LTDA;33231223549577000152552000000017881002118849;200;000001788;04/12/2023;Efetivada;1056 - CERVEJA HEINEKEN 330ML C/ 24UN;CX;1,00;819,00;117,00;0,00;0,00;0,00;0,00;5102;0,00;0,00;0,00;0,00;0,00;95823,00;106470,00
000001 - MERCADELI SUPERMERCADO LTDA;1047 - COMBATE ATACADO E VAREJO DE BEBIDAS LTDA;33231223549577000152552000000017881002118849;200;000001788;04/12/2023;Efetivada;14035 - CERVEJA HEINEKEN ZERO ALCOOL 330ML - 24 UNIDADES;CX;1,00;91,00;117,00;0,00;0,00;0,00;0,00;5102;0,00;0,00;0,00;0,00;0,00;10647,00;106470,00
000001 - MERCADELI SUPERMERCADO LTDA;1047 - COMBATE ATACADO E VAREJO DE BEBIDAS LTDA;33231223549577000152552000000017941002143921;200;000001794;26/12/2023;Efetivada;1056 - CERVEJA HEINEKEN 330ML C/ 24UN;CX;1,00;910,00;120,00;0,00;0,00;0,00;0,00;5102;0,00;0,00;0,00;0,00;0,00;109200,00;109200,00
000001 - MERCADELI SUPERMERCADO LTDA;1047 - COMBATE ATACADO E VAREJO DE BEBIDAS LTDA;33231223549577000152552000000018021002146894;200;000001802;28/12/2023;Efetivada;1056 - CERVEJA HEINEKEN 330ML C/ 24UN;CX;24,00;910,00;120,00;0,00;0,00;0,00;0,00;5405;0,00;0,00;0,00;0,00;0,00;109200,00;109200,00
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;870 - ESPONJA MULTIUSO LIMPPANO UN.;UN;1,00;1298,00;3,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;5179,02;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;1633 - SACO DE LIXO 100L KOKINOS;UN;1,00;3000,00;12,10;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;36300,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;3526 - LA DE ACO BOMBRIL ECO 60G;UN;1,00;1500,00;9,59;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;14385,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;4838 - CLORO CLORAL 2L;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;41970,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;6247 - DET. PO SURF LAVANDA 800G;UN;1,00;1977,00;11,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;23704,23;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;6533 - AGUA SANITARIA BRILUX 2L;UN;1,00;3000,00;13,59;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;40770,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;7946 - SABAO PASTOSO NEUTRAL 200G;UN;1,00;1700,00;9,79;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;16643,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;8039 - ALCOOL 70° INPM PINDORAMA  1L;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;41970,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;10018 - RODO BRILHUS MEDIO 1UN;UN;1,00;1000,00;35,90;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;35900,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;10020 - VASSOURA BRILHUS P/ PISOS 1UN;UN;1,00;1000,00;35,90;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;35900,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;10299 - DESINFETANTE LYSOFORM ORIGINAL 1L;UN;1,00;1200,00;16,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;20388,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;12824 - VEJA X14 TIRA LIMO B. GATILHO 500ML;UN;1,00;1100,00;19,99;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;21989,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017901002126769;200;000001790;11/12/2023;Efetivada;14862 - PANO DE CHAO COLOR SEU LAR 1UN;UN;1,00;1300,00;9,79;0,00;0,00;0,00;0,00;5102;0,00;121558,00;21880,44;0,00;0,00;12727,00;347825,25
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;870 - ESPONJA MULTIUSO LIMPPANO UN.;UN;1,00;1150,00;3,99;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;4588,50;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;3526 - LA DE ACO BOMBRIL ECO 60G;UN;1,00;747,00;9,59;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;7163,73;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;4126 - ALVEJANTE VANISH MULTIUSO REFIL 500ML;UN;1,00;1100,00;9,29;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;10219,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;6247 - DET. PO SURF LAVANDA 800G;UN;1,00;850,00;11,99;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;10191,50;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;7362 - ALCOOL GEL 70 PROTECT 500G;UN;1,00;1300,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;18187,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;7525 - ALVEJANTE VANISH WHITE REFIL 500ML;UN;1,00;500,00;11,29;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;5645,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;7632 - AGUA SANITARIA QBOA CLORO ATIVO 2L;UN;1,00;1000,00;13,59;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;13590,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;7946 - SABAO PASTOSO NEUTRAL 200G;UN;1,00;900,00;9,79;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;8811,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;8039 - ALCOOL 70° INPM PINDORAMA  1L;UN;1,00;1300,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;18187,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;9520 - CIF MULTIUSO CREMOSO LARANJA 250ML;UN;1,00;600,00;12,29;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;7374,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;12824 - VEJA X14 TIRA LIMO B. GATILHO 500ML;UN;1,00;1200,00;19,99;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;23988,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017931002137002;200;000001793;19/12/2023;Efetivada;13281 - LIMPADOR VEJA MULTIUSO CAMPESTRE 500ML;UN;1,00;300,00;8,29;0,00;0,00;0,00;0,00;5102;0,00;16185,00;2913,30;0,00;0,00;2487,00;130431,73
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;870 - ESPONJA MULTIUSO LIMPPANO UN.;UN;1,00;1004,00;3,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;4005,96;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;1633 - SACO DE LIXO 100L KOKINOS;UN;1,00;2000,00;12,10;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;24200,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;3526 - LA DE ACO BOMBRIL ECO 60G;UN;1,00;1200,00;9,59;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;11508,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;4126 - ALVEJANTE VANISH MULTIUSO REFIL 500ML;UN;1,00;1200,00;9,29;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;11148,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;4838 - CLORO CLORAL 2L;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;41970,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;6247 - DET. PO SURF LAVANDA 800G;UN;1,00;1100,00;11,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;13189,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;6533 - AGUA SANITARIA BRILUX 2L;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;41970,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;7362 - ALCOOL GEL 70 PROTECT 500G;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;41970,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;7946 - SABAO PASTOSO NEUTRAL 200G;UN;1,00;1100,00;9,79;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;10769,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;8039 - ALCOOL 70° INPM PINDORAMA  1L;UN;1,00;3000,00;13,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;41970,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;10018 - RODO BRILHUS MEDIO 1UN;UN;1,00;500,00;35,90;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;17950,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;10020 - VASSOURA BRILHUS P/ PISOS 1UN;UN;1,00;500,00;35,90;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;17950,00;331521,46
000001 - MERCADELI SUPERMERCADO LTDA;1714 - FENIXX SEGURANÇA E TRANSPORTE;33231223549577000152552000000017951002144275;200;000001795;26/12/2023;Efetivada;10299 - DESINFETANTE LYSOFORM ORIGINAL 1L;UN;1,00;1000,00;14,99;0,00;0,00;0,00;0,00;5102;0,00;61659,00;11098,62;0,00;0,00;14990,00;331521,46
